CO2 emission estimates,Year,Series,Value
Saudi Arabia,1985,Emissions per capita (metric tons of carbon dioxide),8.932
Saudi Arabia,1995,Emissions per capita (metric tons of carbon dioxide),10.229
Saudi Arabia,2005,Emissions per capita (metric tons of carbon dioxide),12.467
Saudi Arabia,2010,Emissions per capita (metric tons of carbon dioxide),15.283
Saudi Arabia,2015,Emissions per capita (metric tons of carbon dioxide),16.844
Saudi Arabia,2016,Emissions per capita (metric tons of carbon dioxide),16.324
Saudi Arabia,2017,Emissions per capita (metric tons of carbon dioxide),16.157
Senegal,1975,Emissions (thousand metric tons of carbon dioxide),1609.257
Senegal,1985,Emissions (thousand metric tons of carbon dioxide),2124.697
Senegal,1995,Emissions (thousand metric tons of carbon dioxide),2478.529
Senegal,2005,Emissions (thousand metric tons of carbon dioxide),4626.203
Senegal,2010,Emissions (thousand metric tons of carbon dioxide),5460.983
Senegal,2015,Emissions (thousand metric tons of carbon dioxide),7516.857
Senegal,2016,Emissions (thousand metric tons of carbon dioxide),8159.977
Senegal,2017,Emissions (thousand metric tons of carbon dioxide),8311.532
Senegal,1975,Emissions per capita (metric tons of carbon dioxide),0.326
Senegal,1985,Emissions per capita (metric tons of carbon dioxide),0.328
Senegal,1995,Emissions per capita (metric tons of carbon dioxide),0.283
Senegal,2005,Emissions per capita (metric tons of carbon dioxide),0.411
Senegal,2010,Emissions per capita (metric tons of carbon dioxide),0.423
Senegal,2015,Emissions per capita (metric tons of carbon dioxide),0.502
Senegal,2016,Emissions per capita (metric tons of carbon dioxide),0.529
Senegal,2017,Emissions per capita (metric tons of carbon dioxide),0.524
Serbia,1995,Emissions (thousand metric tons of carbon dioxide),44548.887
Serbia,2005,Emissions (thousand metric tons of carbon dioxide),50320.015
Serbia,2010,Emissions (thousand metric tons of carbon dioxide),45610.19
Serbia,2015,Emissions (thousand metric tons of carbon dioxide),44459.955
Serbia,2016,Emissions (thousand metric tons of carbon dioxide),45474.363
Serbia,2017,Emissions (thousand metric tons of carbon dioxide),46129.569
Serbia,1995,Emissions per capita (metric tons of carbon dioxide),4.339
Serbia,2005,Emissions per capita (metric tons of carbon dioxide),6.763
Serbia,2010,Emissions per capita (metric tons of carbon dioxide),6.256
Serbia,2015,Emissions per capita (metric tons of carbon dioxide),6.266
Serbia,2016,Emissions per capita (metric tons of carbon dioxide),6.443
Serbia,2017,Emissions per capita (metric tons of carbon dioxide),6.569
Singapore,1975,Emissions (thousand metric tons of carbon dioxide),8439.735
Singapore,1985,Emissions (thousand metric tons of carbon dioxide),16604.537
Singapore,1995,Emissions (thousand metric tons of carbon dioxide),37581.859
Singapore,2005,Emissions (thousand metric tons of carbon dioxide),36901.353
Singapore,2010,Emissions (thousand metric tons of carbon dioxide),42413.616
Singapore,2015,Emissions (thousand metric tons of carbon dioxide),45496.01
Singapore,2016,Emissions (thousand metric tons of carbon dioxide),46065.234
Singapore,2017,Emissions (thousand metric tons of carbon dioxide),47407.144
Singapore,1975,Emissions per capita (metric tons of carbon dioxide),3.729
Singapore,1985,Emissions per capita (metric tons of carbon dioxide),6.069
Singapore,1995,Emissions per capita (metric tons of carbon dioxide),10.662
Singapore,2005,Emissions per capita (metric tons of carbon dioxide),8.65
Singapore,2010,Emissions per capita (metric tons of carbon dioxide),8.354
Singapore,2015,Emissions per capita (metric tons of carbon dioxide),8.22
Singapore,2016,Emissions per capita (metric tons of carbon dioxide),8.216
Singapore,2017,Emissions per capita (metric tons of carbon dioxide),8.447
Slovakia,1975,Emissions (thousand metric tons of carbon dioxide),43153.699
Slovakia,1985,Emissions (thousand metric tons of carbon dioxide),54413.304
Slovakia,1995,Emissions (thousand metric tons of carbon dioxide),41215.629
Slovakia,2005,Emissions (thousand metric tons of carbon dioxide),37262.253
Slovakia,2010,Emissions (thousand metric tons of carbon dioxide),34572.279
Slovakia,2015,Emissions (thousand metric tons of carbon dioxide),29444.719
Slovakia,2016,Emissions (thousand metric tons of carbon dioxide),30159.706
Slovakia,2017,Emissions (thousand metric tons of carbon dioxide),32212.012
Slovakia,1975,Emissions per capita (metric tons of carbon dioxide),9.108
Slovakia,1985,Emissions per capita (metric tons of carbon dioxide),10.543
Slovakia,1995,Emissions per capita (metric tons of carbon dioxide),7.685
Slovakia,2005,Emissions per capita (metric tons of carbon dioxide),6.917
Slovakia,2010,Emissions per capita (metric tons of carbon dioxide),6.367
Slovakia,2015,Emissions per capita (metric tons of carbon dioxide),5.431
Slovakia,2016,Emissions per capita (metric tons of carbon dioxide),5.553
Slovakia,2017,Emissions per capita (metric tons of carbon dioxide),5.924
Slovenia,1995,Emissions (thousand metric tons of carbon dioxide),14063.911
Slovenia,2005,Emissions (thousand metric tons of carbon dioxide),15443.058
Slovenia,2010,Emissions (thousand metric tons of carbon dioxide),15446.955
Slovenia,2015,Emissions (thousand metric tons of carbon dioxide),12805.132
Slovenia,2016,Emissions (thousand metric tons of carbon dioxide),13585.628
Slovenia,2017,Emissions (thousand metric tons of carbon dioxide),13410.666
Slovenia,1995,Emissions per capita (metric tons of carbon dioxide),7.071
Slovenia,2005,Emissions per capita (metric tons of carbon dioxide),7.718
Slovenia,2010,Emissions per capita (metric tons of carbon dioxide),7.539
Slovenia,2015,Emissions per capita (metric tons of carbon dioxide),6.207
Slovenia,2016,Emissions per capita (metric tons of carbon dioxide),6.579
Slovenia,2017,Emissions per capita (metric tons of carbon dioxide),6.491
South Africa,1975,Emissions (thousand metric tons of carbon dioxide),202998.951
South Africa,1985,Emissions (thousand metric tons of carbon dioxide),222952.718
South Africa,1995,Emissions (thousand metric tons of carbon dioxide),259773.474
South Africa,2005,Emissions (thousand metric tons of carbon dioxide),372313.634
South Africa,2010,Emissions (thousand metric tons of carbon dioxide),418800.964
South Africa,2015,Emissions (thousand metric tons of carbon dioxide),418258.797
South Africa,2016,Emissions (thousand metric tons of carbon dioxide),418658.117
South Africa,2017,Emissions (thousand metric tons of carbon dioxide),421682.392
South Africa,1975,Emissions per capita (metric tons of carbon dioxide),7.745
South Africa,1985,Emissions per capita (metric tons of carbon dioxide),6.61
South Africa,1995,Emissions per capita (metric tons of carbon dioxide),6.172
South Africa,2005,Emissions per capita (metric tons of carbon dioxide),7.626
South Africa,2010,Emissions per capita (metric tons of carbon dioxide),8.119
South Africa,2015,Emissions per capita (metric tons of carbon dioxide),7.565
South Africa,2016,Emissions per capita (metric tons of carbon dioxide),7.474
South Africa,2017,Emissions per capita (metric tons of carbon dioxide),7.435
South Sudan,2015,Emissions (thousand metric tons of carbon dioxide),2001.328
South Sudan,2016,Emissions (thousand metric tons of carbon dioxide),1765.239
South Sudan,2017,Emissions (thousand metric tons of carbon dioxide),1549.031
South Sudan,2015,Emissions per capita (metric tons of carbon dioxide),0.168
South Sudan,2016,Emissions per capita (metric tons of carbon dioxide),0.144
South Sudan,2017,Emissions per capita (metric tons of carbon dioxide),0.123
Spain,1975,Emissions (thousand metric tons of carbon dioxide),155843.041
Spain,1985,Emissions (thousand metric tons of carbon dioxide),173024.021
Spain,1995,Emissions (thousand metric tons of carbon dioxide),228207.254
Spain,2005,Emissions (thousand metric tons of carbon dioxide),333710.098
Spain,2010,Emissions (thousand metric tons of carbon dioxide),262054.512
Spain,2015,Emissions (thousand metric tons of carbon dioxide),247067.141
Spain,2016,Emissions (thousand metric tons of carbon dioxide),237400.337
Spain,2017,Emissions (thousand metric tons of carbon dioxide),253423.277
Spain,1975,Emissions per capita (metric tons of carbon dioxide),4.333
Spain,1985,Emissions per capita (metric tons of carbon dioxide),4.447
Spain,1995,Emissions per capita (metric tons of carbon dioxide),5.746
Spain,2005,Emissions per capita (metric tons of carbon dioxide),7.643
Spain,2010,Emissions per capita (metric tons of carbon dioxide),5.628
Spain,2015,Emissions per capita (metric tons of carbon dioxide),5.324
Spain,2016,Emissions per capita (metric tons of carbon dioxide),5.111
Spain,2017,Emissions per capita (metric tons of carbon dioxide),5.446
Sri Lanka,1975,Emissions (thousand metric tons of carbon dioxide),2637.329
Sri Lanka,1985,Emissions (thousand metric tons of carbon dioxide),3485.027
Sri Lanka,1995,Emissions (thousand metric tons of carbon dioxide),5454.193
Sri Lanka,2005,Emissions (thousand metric tons of carbon dioxide),13392.91
Sri Lanka,2010,Emissions (thousand metric tons of carbon dioxide),12408.76
Sri Lanka,2015,Emissions (thousand metric tons of carbon dioxide),19489.878
Sri Lanka,2016,Emissions (thousand metric tons of carbon dioxide),20898.562
Sri Lanka,2017,Emissions (thousand metric tons of carbon dioxide),23103.271
Sri Lanka,1975,Emissions per capita (metric tons of carbon dioxide),0.192
Sri Lanka,1985,Emissions per capita (metric tons of carbon dioxide),0.215
Sri Lanka,1995,Emissions per capita (metric tons of carbon dioxide),0.299
Sri Lanka,2005,Emissions per capita (metric tons of carbon dioxide),0.686
Sri Lanka,2010,Emissions per capita (metric tons of carbon dioxide),0.614
Sri Lanka,2015,Emissions per capita (metric tons of carbon dioxide),0.93
Sri Lanka,2016,Emissions per capita (metric tons of carbon dioxide),0.986
Sri Lanka,2017,Emissions per capita (metric tons of carbon dioxide),1.077
Sudan,1975,Emissions (thousand metric tons of carbon dioxide),3212.724
Sudan,1985,Emissions (thousand metric tons of carbon dioxide),3980.398
Sudan,1995,Emissions (thousand metric tons of carbon dioxide),4308.578
Sudan,2005,Emissions (thousand metric tons of carbon dioxide),9927.598
Sudan,2010,Emissions (thousand metric tons of carbon dioxide),15122.702
Sudan,2015,Emissions (thousand metric tons of carbon dioxide),16354.488
Sudan,2016,Emissions (thousand metric tons of carbon dioxide),18922.66
Sudan,2017,Emissions (thousand metric tons of carbon dioxide),18777.895
Sudan,1975,Emissions per capita (metric tons of carbon dioxide),0.198
Sudan,1985,Emissions per capita (metric tons of carbon dioxide),0.176
Sudan,1995,Emissions per capita (metric tons of carbon dioxide),0.146
Sudan,2005,Emissions per capita (metric tons of carbon dioxide),0.254
Sudan,2010,Emissions per capita (metric tons of carbon dioxide),0.34
Sudan,2015,Emissions per capita (metric tons of carbon dioxide),0.423
Sudan,2016,Emissions per capita (metric tons of carbon dioxide),0.478
Sudan,2017,Emissions per capita (metric tons of carbon dioxide),0.463
Suriname,2005,Emissions (thousand metric tons of carbon dioxide),1652.793
Suriname,2010,Emissions (thousand metric tons of carbon dioxide),1695.676
Suriname,2015,Emissions (thousand metric tons of carbon dioxide),2063.356
Suriname,2016,Emissions (thousand metric tons of carbon dioxide),1909.88
Suriname,2017,Emissions (thousand metric tons of carbon dioxide),1928.134
Suriname,2005,Emissions per capita (metric tons of carbon dioxide),3.312
Suriname,2010,Emissions per capita (metric tons of carbon dioxide),3.224
Suriname,2015,Emissions per capita (metric tons of carbon dioxide),3.731
Suriname,2016,Emissions per capita (metric tons of carbon dioxide),3.423
Suriname,2017,Emissions per capita (metric tons of carbon dioxide),3.425
Sweden,1975,Emissions (thousand metric tons of carbon dioxide),79041.446
Sweden,1985,Emissions (thousand metric tons of carbon dioxide),58385.814
Sweden,1995,Emissions (thousand metric tons of carbon dioxide),56934.868
Sweden,2005,Emissions (thousand metric tons of carbon dioxide),49105.656
Sweden,2010,Emissions (thousand metric tons of carbon dioxide),46062.647
Sweden,2015,Emissions (thousand metric tons of carbon dioxide),37112.379
Sweden,2016,Emissions (thousand metric tons of carbon dioxide),37989.269
Sweden,2017,Emissions (thousand metric tons of carbon dioxide),37643.785
Sweden,1975,Emissions per capita (metric tons of carbon dioxide),9.649
Sweden,1985,Emissions per capita (metric tons of carbon dioxide),6.992
Sweden,1995,Emissions per capita (metric tons of carbon dioxide),6.45
Sweden,2005,Emissions per capita (metric tons of carbon dioxide),5.438
Sweden,2010,Emissions per capita (metric tons of carbon dioxide),4.912
Sweden,2015,Emissions per capita (metric tons of carbon dioxide),3.787
Sweden,2016,Emissions per capita (metric tons of carbon dioxide),3.828
Sweden,2017,Emissions per capita (metric tons of carbon dioxide),3.743
Switzerland,1975,Emissions (thousand metric tons of carbon dioxide),36753.441
Switzerland,1985,Emissions (thousand metric tons of carbon dioxide),41772.73
Switzerland,1995,Emissions (thousand metric tons of carbon dioxide),41451.234
Switzerland,2005,Emissions (thousand metric tons of carbon dioxide),44006.757
Switzerland,2010,Emissions (thousand metric tons of carbon dioxide),43257.966
Switzerland,2015,Emissions (thousand metric tons of carbon dioxide),37323.113
Switzerland,2016,Emissions (thousand metric tons of carbon dioxide),37851.822
Switzerland,2017,Emissions (thousand metric tons of carbon dioxide),37135.572
Switzerland,1975,Emissions per capita (metric tons of carbon dioxide),5.739
Switzerland,1985,Emissions per capita (metric tons of carbon dioxide),6.394
Switzerland,1995,Emissions per capita (metric tons of carbon dioxide),5.842
Switzerland,2005,Emissions per capita (metric tons of carbon dioxide),5.882
Switzerland,2010,Emissions per capita (metric tons of carbon dioxide),5.506
Switzerland,2015,Emissions per capita (metric tons of carbon dioxide),4.507
Switzerland,2016,Emissions per capita (metric tons of carbon dioxide),4.521
Switzerland,2017,Emissions per capita (metric tons of carbon dioxide),4.394
Syrian Arab Republic,1975,Emissions (thousand metric tons of carbon dioxide),8260.522
Syrian Arab Republic,1985,Emissions (thousand metric tons of carbon dioxide),19536.172
Syrian Arab Republic,1995,Emissions (thousand metric tons of carbon dioxide),31132.913
Syrian Arab Republic,2005,Emissions (thousand metric tons of carbon dioxide),53466.192
Syrian Arab Republic,2010,Emissions (thousand metric tons of carbon dioxide),57270.529
Syrian Arab Republic,2015,Emissions (thousand metric tons of carbon dioxide),23872.123
Syrian Arab Republic,2016,Emissions (thousand metric tons of carbon dioxide),23086.043
Syrian Arab Republic,2017,Emissions (thousand metric tons of carbon dioxide),23031.045
Syrian Arab Republic,1975,Emissions per capita (metric tons of carbon dioxide),1.096
Syrian Arab Republic,1985,Emissions per capita (metric tons of carbon dioxide),1.835
Syrian Arab Republic,1995,Emissions per capita (metric tons of carbon dioxide),2.17
Syrian Arab Republic,2005,Emissions per capita (metric tons of carbon dioxide),2.922
Syrian Arab Republic,2010,Emissions per capita (metric tons of carbon dioxide),2.725
Syrian Arab Republic,2015,Emissions per capita (metric tons of carbon dioxide),1.274
Syrian Arab Republic,2016,Emissions per capita (metric tons of carbon dioxide),1.253
Syrian Arab Republic,2017,Emissions per capita (metric tons of carbon dioxide),1.261
Tajikistan,1995,Emissions (thousand metric tons of carbon dioxide),2459.615
Tajikistan,2005,Emissions (thousand metric tons of carbon dioxide),2347.227
Tajikistan,2010,Emissions (thousand metric tons of carbon dioxide),2302.905
Tajikistan,2015,Emissions (thousand metric tons of carbon dioxide),4211.795
Tajikistan,2016,Emissions (thousand metric tons of carbon dioxide),5428.489
Tajikistan,2017,Emissions (thousand metric tons of carbon dioxide),5843.657
Tajikistan,1995,Emissions per capita (metric tons of carbon dioxide),0.427
Tajikistan,2005,Emissions per capita (metric tons of carbon dioxide),0.342
Tajikistan,2010,Emissions per capita (metric tons of carbon dioxide),0.301
Tajikistan,2015,Emissions per capita (metric tons of carbon dioxide),0.493
Tajikistan,2016,Emissions per capita (metric tons of carbon dioxide),0.621
Tajikistan,2017,Emissions per capita (metric tons of carbon dioxide),0.655
Thailand,1975,Emissions (thousand metric tons of carbon dioxide),21151.546
Thailand,1985,Emissions (thousand metric tons of carbon dioxide),42058.571
Thailand,1995,Emissions (thousand metric tons of carbon dioxide),139938.48
Thailand,2005,Emissions (thousand metric tons of carbon dioxide),200203.804
Thailand,2010,Emissions (thousand metric tons of carbon dioxide),223418.643
Thailand,2015,Emissions (thousand metric tons of carbon dioxide),248039.678
Thailand,2016,Emissions (thousand metric tons of carbon dioxide),244124.879
Thailand,2017,Emissions (thousand metric tons of carbon dioxide),244254.785
Thailand,1975,Emissions per capita (metric tons of carbon dioxide),0.5
Thailand,1985,Emissions per capita (metric tons of carbon dioxide),0.808
Thailand,1995,Emissions per capita (metric tons of carbon dioxide),2.352
Thailand,2005,Emissions per capita (metric tons of carbon dioxide),3.06
Thailand,2010,Emissions per capita (metric tons of carbon dioxide),3.324
Thailand,2015,Emissions per capita (metric tons of carbon dioxide),3.613
Thailand,2016,Emissions per capita (metric tons of carbon dioxide),3.545
Thailand,2017,Emissions per capita (metric tons of carbon dioxide),3.538
North Macedonia,1995,Emissions (thousand metric tons of carbon dioxide),8305.696
North Macedonia,2005,Emissions (thousand metric tons of carbon dioxide),8917.292
North Macedonia,2010,Emissions (thousand metric tons of carbon dioxide),8319.696
North Macedonia,2015,Emissions (thousand metric tons of carbon dioxide),7133.668
North Macedonia,2016,Emissions (thousand metric tons of carbon dioxide),6947.674
North Macedonia,2017,Emissions (thousand metric tons of carbon dioxide),7440.699
North Macedonia,1995,Emissions per capita (metric tons of carbon dioxide),4.188
North Macedonia,2005,Emissions per capita (metric tons of carbon dioxide),4.329
North Macedonia,2010,Emissions per capita (metric tons of carbon dioxide),4.017
North Macedonia,2015,Emissions per capita (metric tons of carbon dioxide),3.431
North Macedonia,2016,Emissions per capita (metric tons of carbon dioxide),3.339
North Macedonia,2017,Emissions per capita (metric tons of carbon dioxide),3.572
Togo,1975,Emissions (thousand metric tons of carbon dioxide),317.366
Togo,1985,Emissions (thousand metric tons of carbon dioxide),296.704
Togo,1995,Emissions (thousand metric tons of carbon dioxide),579.397
Togo,2005,Emissions (thousand metric tons of carbon dioxide),963.204
Togo,2010,Emissions (thousand metric tons of carbon dioxide),2076.229
Togo,2015,Emissions (thousand metric tons of carbon dioxide),1906.291
Togo,2016,Emissions (thousand metric tons of carbon dioxide),1997.993
Togo,2017,Emissions (thousand metric tons of carbon dioxide),2082.434
Togo,1975,Emissions per capita (metric tons of carbon dioxide),0.132
Togo,1985,Emissions per capita (metric tons of carbon dioxide),0.091
Togo,1995,Emissions per capita (metric tons of carbon dioxide),0.136
Togo,2005,Emissions per capita (metric tons of carbon dioxide),0.169
Togo,2010,Emissions per capita (metric tons of carbon dioxide),0.319
Togo,2015,Emissions per capita (metric tons of carbon dioxide),0.257
Togo,2016,Emissions per capita (metric tons of carbon dioxide),0.263
Togo,2017,Emissions per capita (metric tons of carbon dioxide),0.267
Trinidad and Tobago,1975,Emissions (thousand metric tons of carbon dioxide),4575.18
Trinidad and Tobago,1985,Emissions (thousand metric tons of carbon dioxide),6654.053
Trinidad and Tobago,1995,Emissions (thousand metric tons of carbon dioxide),8163.496
Trinidad and Tobago,2005,Emissions (thousand metric tons of carbon dioxide),17175.823
Trinidad and Tobago,2010,Emissions (thousand metric tons of carbon dioxide),21849.145
Trinidad and Tobago,2015,Emissions (thousand metric tons of carbon dioxide),21280.034
Trinidad and Tobago,2016,Emissions (thousand metric tons of carbon dioxide),17457.045
Trinidad and Tobago,2017,Emissions (thousand metric tons of carbon dioxide),18007.573
Trinidad and Tobago,1975,Emissions per capita (metric tons of carbon dioxide),4.525
Trinidad and Tobago,1985,Emissions per capita (metric tons of carbon dioxide),5.682
Trinidad and Tobago,1995,Emissions per capita (metric tons of carbon dioxide),6.505
Trinidad and Tobago,2005,Emissions per capita (metric tons of carbon dioxide),13.243
Trinidad and Tobago,2010,Emissions per capita (metric tons of carbon dioxide),16.453
Trinidad and Tobago,2015,Emissions per capita (metric tons of carbon dioxide),15.647
Trinidad and Tobago,2016,Emissions per capita (metric tons of carbon dioxide),12.789
Trinidad and Tobago,2017,Emissions per capita (metric tons of carbon dioxide),13.154
Tunisia,1975,Emissions (thousand metric tons of carbon dioxide),4846.357
Tunisia,1985,Emissions (thousand metric tons of carbon dioxide),9661.523
Tunisia,1995,Emissions (thousand metric tons of carbon dioxide),14035.985
Tunisia,2005,Emissions (thousand metric tons of carbon dioxide),19472.77
Tunisia,2010,Emissions (thousand metric tons of carbon dioxide),23293.569
Tunisia,2015,Emissions (thousand metric tons of carbon dioxide),25614.897
Tunisia,2016,Emissions (thousand metric tons of carbon dioxide),25212.344
Tunisia,2017,Emissions (thousand metric tons of carbon dioxide),26156.972
Tunisia,1975,Emissions per capita (metric tons of carbon dioxide),0.857
Tunisia,1985,Emissions per capita (metric tons of carbon dioxide),1.32
Tunisia,1995,Emissions per capita (metric tons of carbon dioxide),1.54
Tunisia,2005,Emissions per capita (metric tons of carbon dioxide),1.928
Tunisia,2010,Emissions per capita (metric tons of carbon dioxide),2.189
Tunisia,2015,Emissions per capita (metric tons of carbon dioxide),2.272
Tunisia,2016,Emissions per capita (metric tons of carbon dioxide),2.211
Tunisia,2017,Emissions per capita (metric tons of carbon dioxide),2.268
Turkey,1975,Emissions (thousand metric tons of carbon dioxide),59631.229
Turkey,1985,Emissions (thousand metric tons of carbon dioxide),95358.471
Turkey,1995,Emissions (thousand metric tons of carbon dioxide),154030.155
Turkey,2005,Emissions (thousand metric tons of carbon dioxide),215892.986
Turkey,2010,Emissions (thousand metric tons of carbon dioxide),267846.219
Turkey,2015,Emissions (thousand metric tons of carbon dioxide),318973.757
Turkey,2016,Emissions (thousand metric tons of carbon dioxide),338874.454
Turkey,2017,Emissions (thousand metric tons of carbon dioxide),378631.09
Turkey,1975,Emissions per capita (metric tons of carbon dioxide),1.488
Turkey,1985,Emissions per capita (metric tons of carbon dioxide),1.896
Turkey,1995,Emissions per capita (metric tons of carbon dioxide),2.578
Turkey,2005,Emissions per capita (metric tons of carbon dioxide),3.155
Turkey,2010,Emissions per capita (metric tons of carbon dioxide),3.662
Turkey,2015,Emissions per capita (metric tons of carbon dioxide),4.078
Turkey,2016,Emissions per capita (metric tons of carbon dioxide),4.275
Turkey,2017,Emissions per capita (metric tons of carbon dioxide),4.714
Turkmenistan,1995,Emissions (thousand metric tons of carbon dioxide),33255.953
Turkmenistan,2005,Emissions (thousand metric tons of carbon dioxide),48103.296
Turkmenistan,2010,Emissions (thousand metric tons of carbon dioxide),56919.769
Turkmenistan,2015,Emissions (thousand metric tons of carbon dioxide),69105.29
Turkmenistan,2016,Emissions (thousand metric tons of carbon dioxide),68972.285
Turkmenistan,2017,Emissions (thousand metric tons of carbon dioxide),68998.881
Turkmenistan,1995,Emissions per capita (metric tons of carbon dioxide),7.903
Turkmenistan,2005,Emissions per capita (metric tons of carbon dioxide),10.116
Turkmenistan,2010,Emissions per capita (metric tons of carbon dioxide),11.189
Turkmenistan,2015,Emissions per capita (metric tons of carbon dioxide),12.418
Turkmenistan,2016,Emissions per capita (metric tons of carbon dioxide),12.179
Turkmenistan,2017,Emissions per capita (metric tons of carbon dioxide),11.983
Ukraine,1995,Emissions (thousand metric tons of carbon dioxide),395842.067
Ukraine,2005,Emissions (thousand metric tons of carbon dioxide),290620.184
Ukraine,2010,Emissions (thousand metric tons of carbon dioxide),266580.685
Ukraine,2015,Emissions (thousand metric tons of carbon dioxide),187590.314
Ukraine,2016,Emissions (thousand metric tons of carbon dioxide),197626.378
Ukraine,2017,Emissions (thousand metric tons of carbon dioxide),171300.035
Ukraine,1995,Emissions per capita (metric tons of carbon dioxide),7.684
Ukraine,2005,Emissions per capita (metric tons of carbon dioxide),6.17
Ukraine,2010,Emissions per capita (metric tons of carbon dioxide),5.812
Ukraine,2015,Emissions per capita (metric tons of carbon dioxide),4.154
Ukraine,2016,Emissions per capita (metric tons of carbon dioxide),4.391
Ukraine,2017,Emissions per capita (metric tons of carbon dioxide),3.821
United Arab Emirates,1975,Emissions (thousand metric tons of carbon dioxide),4919.173
United Arab Emirates,1985,Emissions (thousand metric tons of carbon dioxide),35636.27
United Arab Emirates,1995,Emissions (thousand metric tons of carbon dioxide),69659.182
United Arab Emirates,2005,Emissions (thousand metric tons of carbon dioxide),111145.283
United Arab Emirates,2010,Emissions (thousand metric tons of carbon dioxide),154590.032
United Arab Emirates,2015,Emissions (thousand metric tons of carbon dioxide),186575.572
United Arab Emirates,2016,Emissions (thousand metric tons of carbon dioxide),192070.738
United Arab Emirates,2017,Emissions (thousand metric tons of carbon dioxide),196510.174
United Arab Emirates,1975,Emissions per capita (metric tons of carbon dioxide),8.879
United Arab Emirates,1985,Emissions per capita (metric tons of carbon dioxide),25.619
United Arab Emirates,1995,Emissions per capita (metric tons of carbon dioxide),28.444
United Arab Emirates,2005,Emissions per capita (metric tons of carbon dioxide),24.268
United Arab Emirates,2010,Emissions per capita (metric tons of carbon dioxide),18.691
United Arab Emirates,2015,Emissions per capita (metric tons of carbon dioxide),20.382
United Arab Emirates,2016,Emissions per capita (metric tons of carbon dioxide),20.72
United Arab Emirates,2017,Emissions per capita (metric tons of carbon dioxide),20.905
United Kingdom,1975,Emissions (thousand metric tons of carbon dioxide),576041.678
United Kingdom,1985,Emissions (thousand metric tons of carbon dioxide),543545.262
United Kingdom,1995,Emissions (thousand metric tons of carbon dioxide),513796.422
United Kingdom,2005,Emissions (thousand metric tons of carbon dioxide),531648.669
United Kingdom,2010,Emissions (thousand metric tons of carbon dioxide),476626.011
United Kingdom,2015,Emissions (thousand metric tons of carbon dioxide),394115.172
United Kingdom,2016,Emissions (thousand metric tons of carbon dioxide),372557.789
United Kingdom,2017,Emissions (thousand metric tons of carbon dioxide),358731.281
United Kingdom,1975,Emissions per capita (metric tons of carbon dioxide),10.245
United Kingdom,1985,Emissions per capita (metric tons of carbon dioxide),9.611
United Kingdom,1995,Emissions per capita (metric tons of carbon dioxide),8.855
United Kingdom,2005,Emissions per capita (metric tons of carbon dioxide),8.8
United Kingdom,2010,Emissions per capita (metric tons of carbon dioxide),7.594
United Kingdom,2015,Emissions per capita (metric tons of carbon dioxide),6.053
United Kingdom,2016,Emissions per capita (metric tons of carbon dioxide),5.675
United Kingdom,2017,Emissions per capita (metric tons of carbon dioxide),5.432
United Rep. of Tanzania,1975,Emissions (thousand metric tons of carbon dioxide),1405.116
United Rep. of Tanzania,1985,Emissions (thousand metric tons of carbon dioxide),1463.256
United Rep. of Tanzania,1995,Emissions (thousand metric tons of carbon dioxide),2492.046
United Rep. of Tanzania,2005,Emissions (thousand metric tons of carbon dioxide),5118.673
United Rep. of Tanzania,2010,Emissions (thousand metric tons of carbon dioxide),6216.798
United Rep. of Tanzania,2015,Emissions (thousand metric tons of carbon dioxide),10472.963
United Rep. of Tanzania,2016,Emissions (thousand metric tons of carbon dioxide),9676.776
United Rep. of Tanzania,2017,Emissions (thousand metric tons of carbon dioxide),10131.79
United Rep. of Tanzania,1975,Emissions per capita (metric tons of carbon dioxide),0.088
United Rep. of Tanzania,1985,Emissions per capita (metric tons of carbon dioxide),0.067
United Rep. of Tanzania,1995,Emissions per capita (metric tons of carbon dioxide),0.083
United Rep. of Tanzania,2005,Emissions per capita (metric tons of carbon dioxide),0.13
United Rep. of Tanzania,2010,Emissions per capita (metric tons of carbon dioxide),0.135
United Rep. of Tanzania,2015,Emissions per capita (metric tons of carbon dioxide),0.194
United Rep. of Tanzania,2016,Emissions per capita (metric tons of carbon dioxide),0.174
United Rep. of Tanzania,2017,Emissions per capita (metric tons of carbon dioxide),0.177
United States of America,1975,Emissions (thousand metric tons of carbon dioxide),4355839.181
United States of America,1985,Emissions (thousand metric tons of carbon dioxide),4514313.221
United States of America,1995,Emissions (thousand metric tons of carbon dioxide),5073896.072
United States of America,2005,Emissions (thousand metric tons of carbon dioxide),5703220.175
United States of America,2010,Emissions (thousand metric tons of carbon dioxide),5352120.423
United States of America,2015,Emissions (thousand metric tons of carbon dioxide),4928610.664
United States of America,2016,Emissions (thousand metric tons of carbon dioxide),4838476.243
United States of America,2017,Emissions (thousand metric tons of carbon dioxide),4761301.727
United States of America,1975,Emissions per capita (metric tons of carbon dioxide),20.168
United States of America,1985,Emissions per capita (metric tons of carbon dioxide),18.927
United States of America,1995,Emissions per capita (metric tons of carbon dioxide),19.033
United States of America,2005,Emissions per capita (metric tons of carbon dioxide),19.268
United States of America,2010,Emissions per capita (metric tons of carbon dioxide),17.276
United States of America,2015,Emissions per capita (metric tons of carbon dioxide),15.338
United States of America,2016,Emissions per capita (metric tons of carbon dioxide),14.949
United States of America,2017,Emissions per capita (metric tons of carbon dioxide),14.606
